n_words,unique_paragraph_id,paragraph
100,120,"Claim: CNN's Marie-Louise Gumuchian contributed to this report. Context: (CNN) -- Two gunmen opened fire Thursday on a team carrying out polio vaccinations in Pakistan's southwestern Balochistan province, killing the police officer guarding them. ""The assailants sped away on their motorcycle after the attack,"" Shah Muhammad, a police official, told CNN. There was no immediate claim of responsibility for the attack, which occurred in Balochistan's Loralai district. A police investigation was under way. Teams carrying out polio vaccinations in Quetta, Pishin, Loralai and other parts of Balochistan have been repeatedly attacked by militants. CNN's Marie-Louise Gumuchian contributed to this report."
116,121,"Claim: Under 21 international's last appearance was in the summer tour fixture against Roma although he has been involved in behind-closed-doors friendlies of late. Context: Manchester United keeper Sam Johnstone has joined Doncaster Rovers on loan until January 3. The England Under 21 international's last appearance was in the summer tour fixture against Roma although he has been involved in behind-closed-doors friendlies of late. Johnstone, 21, enjoyed a loan with the South Yorkshire club last term after loan spells with Scunthorpe United, Walsall and Yeovil Town. Sam Johnstone (centre) make a save during Manchester United's pre-season fixture against Roma The 21-year-old rejoins Doncaster Rovers, where he enjoyed a spell on loan last season, until January 3"
122,122,"Claim: -- London Heathrow, the world's busiest airport in terms of international passengers, has just celebrated its busiest day ever, with 137,000 people departing from the airport on August 13. Context: (CNN) -- London Heathrow, the world's busiest airport in terms of international passengers, has just celebrated its busiest day ever, with 137,000 people departing from the airport on August 13. But it's not the only airport in the world to boast impressive numbers. Here, we've enlisted the help of the world authority on superlative achievements -- Guinness World Records -- to compile a gallery of record-breaking airports from across the globe. Are you a window flier or aisle seater? TSA to investigate racial profiling claims Policy on unaccompanied kids causes flap"
112,123,"Claim: Actress Halle Berry and her fiance, French actor Olivier Martinez, are expecting a child, Berry's representative told CNN on Friday. Context: (CNN) -- Actress Halle Berry and her fiance, French actor Olivier Martinez, are expecting a child, Berry's representative told CNN on Friday. Berry has a daughter, Nahla, from an earlier relationship with Gabriel Aubry. See more pregnant celebrities Berry and Aubry have engaged in a long battle over custody of the child, culminating in a driveway brawl between Aubry and Martinez. The parents later reached a legal agreement, details of which are not known. Berry, 46, won the Academy Award for best actress for her performance in 2001 ""Monster's Ball."""
105,124,"Claim: Two IED-type bombs hadn't been placed behind an electric converter booth, he said. Context: (CNN)Two bombs exploded at the entrance to a popular mall Sunday night in Bangkok, police said. There were no injuries, Lt.Gen. Prawut Thavornsiri, spokesman for Thai police, said on Twitter. Two IED-type bombs had been placed behind an electric converter booth, he said. The blasts took place at around 8 p.m., when the mall, called the Siam Paragon, was crowded. The first explosion forced an elevated train to halt service for about 30 minutes. The immensely popular luxury shopping mall was the most Instagrammed location in the world in 2013."
98,125,"Claim: Almost all Republicans voted against it. Context: (CNN) -- A Democratic bill to overturn the Supreme Court's Hobby Lobby decision, which allows some companies to refuse insurance coverage for contraceptives because of religious objections, failed to advance in the Senate on Wednesday. Nearly all Republicans voted against it. Democrats argued the ruling last month was deeply unfair to women and blasted Republicans for blocking the bill. Republicans defended the religious rights of private companies impacted by the decision. The issue has strong implications for the 2014 midterm elections as each party tries to attract more women voters."
106,126,"Claim: The British national, 37, was arrested on arrival, police in the county of Essex said. Context: London (CNN) -- Britain's Royal Air Force scrambled jets Monday to escort a passenger plane in for landing after a man made threats on an Etihad Airways flight, authorities said. The British national, 37, was arrested on arrival, police in the county of Essex said. The flight was bound for London's Heathrow Airport from Abu Dhabi, but was diverted to nearby Stansted Airport. The plane landed safely and the airports are operating normally, officials said. There were no injuries. CNN's Carol Jordan and Antonia Mortensen contributed to this report."
121,127,"Claim: Flames shot up through a sidewalk on F Street NW between 14th and 15th streets after 8 p.m., said Pete Piringer, a spokesman for the District of Columbia Fire Department. Context: Washington (CNN) -- An underground transformer fire about two blocks from the White House prompted evacuations of two Washington hotels, fire officials said Saturday night. Flames shot up through a sidewalk on F Street NW between 14th and 15th streets after 8 p.m., said Pete Piringer, a spokesman for the District of Columbia Fire Department. The historic Willard Intercontinental Hotel and the W Hotel were evacuated and a couple of blocks were without power, Piringer said. The fire was largely contained, he said, and no injuries have been reported."
106,128,"Claim: The embassy said two US citizens were killed near the palace in Hofuf, Saudi Arabia. Context: (CNN)An American was injured in a shooting Friday near a royal palace in Saudi Arabia's Eastern Province, the U.S. Embassy in Riyadh said. The embassy said two U.S. citizens were fired on near the palace in Hofuf, Saudi Arabia. ""One was wounded. There has been no fatality,"" a statement from the embassy reads. No names were immediately released, and information about what led to the shooting and the assailant's identity wasn't available. ""Security forces are investigating, and the embassy is seeking further information about the incident,"" the statement reads."
116,129,"Claim: The U.S. Coast Guard is searching for a 13-year-old boy who went cliff jumping into the water with friends in Hawaii -- but never resurfaced. Context: The U.S. Coast Guard is searching for a 13-year-old boy who went cliff jumping into the water with friends in Hawaii -- but never resurfaced. The boy jumped off a 15-foot cliff near Hapuna Beach State Park on Hawaii's Big Island, the Coast Guard said. Authorities have been looking for the boy since midday Sunday. Authorities are searching above, beneath and on the water's surface. Dive teams have scoured underwater, and the Coast Guard has been scanning by boat and helicopter. Rogue waves sweep teen kayakers into Pacific Ocean"
104,130,"Claim: Short plays Harrison Wright, team member Olivia Pope, in the popular ABC series. Context: Authorities arrested ""Scandal"" actor Columbus Short Wednesday on a felony battery charge, prosecutors said. Short, 31, is accused of punching and knocking out a patron at a West Los Angeles restaurant on March 15, the Los Angeles County District Attorney's Office said in a statement. He was booked by the Claremont Police Department and released on $__NBWS__50,000.00 bail, the statement said. A representative for the actor could not be immediately reached for comment. Short plays Harrison Wright, a member of fixer Olivia Pope's team, on the hit ABC series."
98,131,"Claim: Cardiff accepted Â£800,000 bids from Palace and Leicester. Context: By Simon Jones Fleetwood are making an ambitious move for Crystal Palace striker Stephen Dobbie. The 31-year-old has turned down Blackpool in favour of the League One side. On the way out: Stephen Dobbie is not part of Tony Pulis' plans at Crystal Palace and is set to depart Meanwhile, Palace are poised to sign Cardiff striker Fraizer Campbell on Thursday after a medical. Cardiff accepted Â£800,000 bids from Palace and Leicester. Firepower: Crystal Palace are set to pip Leicester to the signing of Cardiff striker Fraizer Campbell"
