metric_type,metric_name,eval_type,data_task,model,eval_regime,fold,n_folds,fold_list,n_samples,n_unique_y_true,n_unique_y_pred,y_true_single,y_pred_single,y_true_distribution,y_pred_distribution,extra_classes_in_y_pred,score
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,2,1,[2],90,2,1,False,True,"{1: 72, 0: 18}",{1: 90},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,3,1,[3],90,2,1,False,True,"{1: 75, 0: 15}",{1: 90},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,4,1,[4],102,2,1,False,True,"{1: 78, 0: 24}",{1: 102},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,5,1,[5],78,2,1,False,True,"{1: 58, 0: 20}",{0: 78},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,6,1,[6],90,2,1,False,True,"{1: 71, 0: 19}",{1: 90},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,7,1,[7],78,2,1,False,True,"{1: 59, 0: 19}",{1: 78},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,8,1,[8],96,2,1,False,True,"{1: 78, 0: 18}",{0: 96},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,9,1,[9],120,2,1,False,True,"{1: 102, 0: 18}",{0: 120},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,0,1,[0],2051,2,1,False,True,"{1: 1719, 0: 332}",{1: 2051},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,1,1,[1],1943,2,1,False,True,"{1: 1601, 0: 342}",{1: 1943},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,2,1,[2],1782,2,1,False,True,"{1: 1456, 0: 326}",{1: 1782},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,3,1,[3],1782,2,1,False,True,"{1: 1456, 0: 326}",{1: 1782},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,4,1,[4],1890,2,1,False,True,"{1: 1475, 0: 415}",{1: 1890},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,5,1,[5],1673,2,1,False,True,"{1: 1362, 0: 311}",{0: 1673},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,6,1,[6],1782,2,1,False,True,"{1: 1419, 0: 363}",{1: 1782},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,7,1,[7],1674,2,1,False,True,"{1: 1323, 0: 351}",{1: 1674},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,8,1,[8],1835,2,1,False,True,"{1: 1439, 0: 396}",{0: 1835},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,all,9,1,[9],2052,2,1,False,True,"{1: 1750, 0: 302}",{0: 2052},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 6101, 0: 2645}",,0.492569180086589
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{1: 6125, 0: 2621}",,0.49538478467945213
Discriminative,balanced_accuracy,test,OneStop_RC,AhnRNN,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{1: 678, 0: 294}",,0.4932692307692308
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,0,1,[0],960,2,1,False,True,"{1: 828, 0: 132}",{1: 960},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,1,1,[1],960,2,2,False,False,"{1: 807, 0: 153}","{1: 483, 0: 477}",,0.5426780377578541
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,2,1,[2],863,2,2,False,False,"{1: 724, 0: 139}","{0: 455, 1: 408}",,0.5759569140267896
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,3,1,[3],720,2,2,False,False,"{1: 592, 0: 128}","{0: 642, 1: 78}",,0.5278716216216216
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,4,1,[4],720,2,2,False,False,"{1: 583, 0: 137}","{0: 670, 1: 50}",,0.5338671107160297
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,5,1,[5],816,2,2,False,False,"{1: 618, 0: 198}","{0: 586, 1: 230}",,0.5293713837403158
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,6,1,[6],624,2,2,False,False,"{1: 516, 0: 108}","{0: 530, 1: 94}",,0.5295004306632214
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,7,1,[7],720,2,2,False,False,"{1: 579, 0: 141}","{0: 566, 1: 154}",,0.527156138610223
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,8,1,[8],624,2,2,False,False,"{1: 489, 0: 135}","{0: 528, 1: 96}",,0.546171324698932
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,9,1,[9],767,2,2,False,False,"{1: 583, 0: 184}","{0: 700, 1: 67}",,0.5074110671936759
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,0,1,[0],732,2,1,False,True,"{1: 607, 0: 125}",{1: 732},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,1,1,[1],743,2,2,False,False,"{1: 620, 0: 123}","{0: 416, 1: 327}",,0.5152635719905586
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,2,1,[2],774,2,2,False,False,"{1: 632, 0: 142}","{0: 506, 1: 268}",,0.552471474416117
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,3,1,[3],792,2,2,False,False,"{1: 641, 0: 151}","{0: 716, 1: 76}",,0.5020043185833394
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,4,1,[4],780,2,2,False,False,"{1: 643, 0: 137}","{0: 715, 1: 65}",,0.5328353634309975
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,5,1,[5],792,2,2,False,False,"{1: 634, 0: 158}","{0: 559, 1: 233}",,0.5256259234117318
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,6,1,[6],803,2,2,False,False,"{1: 649, 0: 154}","{0: 597, 1: 206}",,0.5582764692934185
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,7,1,[7],804,2,2,False,False,"{1: 636, 0: 168}","{0: 532, 1: 272}",,0.5896787960467206
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,8,1,[8],798,2,2,False,False,"{1: 650, 0: 148}","{0: 699, 1: 99}",,0.5471205821205821
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,9,1,[9],756,2,2,False,False,"{1: 604, 0: 152}","{0: 654, 1: 102}",,0.5473814918089926
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 102, 0: 18}",{1: 120},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,1,1,[1],120,2,2,False,False,"{1: 93, 0: 27}","{0: 62, 1: 58}",,0.548984468339307
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,2,1,[2],108,2,2,False,False,"{1: 94, 0: 14}","{0: 61, 1: 47}",,0.6679331306990881
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,3,1,[3],90,2,2,False,False,"{1: 72, 0: 18}","{0: 81, 1: 9}",,0.4236111111111111
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,4,1,[4],90,2,2,False,False,"{1: 75, 0: 15}","{0: 83, 1: 7}",,0.5466666666666666
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,5,1,[5],102,2,2,False,False,"{1: 78, 0: 24}","{0: 79, 1: 23}",,0.5657051282051282
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,6,1,[6],78,2,2,False,False,"{1: 58, 0: 20}","{0: 68, 1: 10}",,0.5525862068965517
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,7,1,[7],90,2,2,False,False,"{1: 71, 0: 19}","{0: 72, 1: 18}",,0.5266864343958487
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,8,1,[8],78,2,2,False,False,"{1: 59, 0: 19}","{0: 65, 1: 13}",,0.5057983942908117
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,9,1,[9],96,2,2,False,False,"{1: 78, 0: 18}","{0: 84, 1: 12}",,0.5085470085470085
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,0,1,[0],1812,2,1,False,True,"{1: 1537, 0: 275}",{1: 1812},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,1,1,[1],1823,2,2,False,False,"{1: 1520, 0: 303}","{0: 955, 1: 868}",,0.5321999305193678
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,2,1,[2],1745,2,2,False,False,"{1: 1450, 0: 295}","{0: 1022, 1: 723}",,0.5718527177089421
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,3,1,[3],1602,2,2,False,False,"{1: 1305, 0: 297}","{0: 1439, 1: 163}",,0.508719377684895
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,4,1,[4],1590,2,2,False,False,"{1: 1301, 0: 289}","{0: 1468, 1: 122}",,0.5342004686307312
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,5,1,[5],1710,2,2,False,False,"{1: 1330, 0: 380}","{0: 1224, 1: 486}",,0.530451127819549
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,6,1,[6],1505,2,2,False,False,"{1: 1223, 0: 282}","{0: 1195, 1: 310}",,0.5460079562522109
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,7,1,[7],1614,2,2,False,False,"{1: 1286, 0: 328}","{0: 1170, 1: 444}",,0.557836740886849
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,8,1,[8],1500,2,2,False,False,"{1: 1198, 0: 302}","{0: 1292, 1: 208}",,0.5432785326537607
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,all,9,1,[9],1619,2,2,False,False,"{1: 1265, 0: 354}","{0: 1438, 1: 181}",,0.5263493445881066
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6319, 0: 1455}","{0: 5154, 1: 2620}",,0.5538461161967753
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",7774,2,2,False,False,"{1: 6316, 0: 1458}","{0: 5394, 1: 2380}",,0.5427860395051304
Discriminative,balanced_accuracy,val,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{0: 655, 1: 317}",,0.5506810897435898
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,0,1,[0],1080,2,1,False,True,"{1: 913, 0: 167}",{1: 1080},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,1,1,[1],971,2,2,False,False,"{1: 808, 0: 163}","{0: 707, 1: 264}",,0.5085418817955416
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,2,1,[2],810,2,2,False,False,"{1: 668, 0: 142}","{0: 567, 1: 243}",,0.5068314076073206
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,3,1,[3],810,2,2,False,False,"{1: 659, 0: 151}","{0: 746, 1: 64}",,0.515998552894713
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,4,1,[4],918,2,2,False,False,"{1: 697, 0: 221}","{0: 887, 1: 31}",,0.4864805209138064
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,5,1,[5],702,2,2,False,False,"{1: 579, 0: 123}","{0: 432, 1: 270}",,0.4768734993049413
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,6,1,[6],810,2,2,False,False,"{1: 646, 0: 164}","{0: 698, 1: 112}",,0.521700143472023
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,7,1,[7],702,2,2,False,False,"{1: 549, 0: 153}","{0: 432, 1: 270}",,0.5035358405657345
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,8,1,[8],863,2,2,False,False,"{1: 655, 0: 208}","{0: 771, 1: 92}",,0.5163865237815619
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,9,1,[9],1080,2,2,False,False,"{1: 936, 0: 144}","{0: 1016, 1: 64}",,0.5061431623931624
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,0,1,[0],851,2,1,False,True,"{1: 713, 0: 138}",{1: 851},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,1,1,[1],864,2,2,False,False,"{1: 699, 0: 165}","{0: 480, 1: 384}",,0.561178306671869
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,2,1,[2],882,2,2,False,False,"{1: 716, 0: 166}","{0: 548, 1: 334}",,0.5625631015682844
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,3,1,[3],882,2,2,False,False,"{1: 722, 0: 160}","{0: 798, 1: 84}",,0.5009089335180056
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,4,1,[4],870,2,2,False,False,"{1: 700, 0: 170}","{0: 797, 1: 73}",,0.5082773109243698
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,5,1,[5],893,2,2,False,False,"{1: 725, 0: 168}","{0: 623, 1: 270}",,0.5175779967159277
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,6,1,[6],882,2,2,False,False,"{1: 702, 0: 180}","{0: 682, 1: 200}",,0.5447293447293448
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,7,1,[7],894,2,2,False,False,"{1: 715, 0: 179}","{0: 585, 1: 309}",,0.5519318670156659
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,8,1,[8],876,2,2,False,False,"{1: 706, 0: 170}","{0: 786, 1: 90}",,0.5199466755540744
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,9,1,[9],852,2,2,False,False,"{1: 712, 0: 140}","{0: 741, 1: 111}",,0.5309390048154092
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,0,1,[0],120,2,1,False,True,"{1: 93, 0: 27}",{1: 120},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,1,1,[1],108,2,2,False,False,"{1: 94, 0: 14}","{0: 77, 1: 31}",,0.6238601823708207
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,2,1,[2],90,2,2,False,False,"{1: 72, 0: 18}","{0: 63, 1: 27}",,0.5486111111111112
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,3,1,[3],90,2,2,False,False,"{1: 75, 0: 15}","{0: 81, 1: 9}",,0.44
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,4,1,[4],102,2,2,False,False,"{1: 78, 0: 24}","{0: 97, 1: 5}",,0.47756410256410253
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,5,1,[5],78,2,2,False,False,"{1: 58, 0: 20}","{0: 49, 1: 29}",,0.4810344827586207
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,6,1,[6],90,2,2,False,False,"{1: 71, 0: 19}","{0: 77, 1: 13}",,0.5581912527798369
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,7,1,[7],78,2,2,False,False,"{1: 59, 0: 19}","{0: 53, 1: 25}",,0.5379125780553078
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,8,1,[8],96,2,2,False,False,"{1: 78, 0: 18}","{0: 81, 1: 15}",,0.5277777777777778
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,9,1,[9],120,2,2,False,False,"{1: 102, 0: 18}","{0: 116, 1: 4}",,0.5196078431372549
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,0,1,[0],2051,2,1,False,True,"{1: 1719, 0: 332}",{1: 2051},,0.5
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,1,1,[1],1943,2,2,False,False,"{1: 1601, 0: 342}","{0: 1264, 1: 679}",,0.5346256542877076
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,2,1,[2],1782,2,2,False,False,"{1: 1456, 0: 326}","{0: 1178, 1: 604}",,0.5365970302703431
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,3,1,[3],1782,2,2,False,False,"{1: 1456, 0: 326}","{0: 1625, 1: 157}",,0.5051089631227668
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,4,1,[4],1890,2,2,False,False,"{1: 1475, 0: 415}","{0: 1781, 1: 109}",,0.4968102920155197
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,5,1,[5],1673,2,2,False,False,"{1: 1362, 0: 311}","{0: 1104, 1: 569}",,0.4995526249935077
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,6,1,[6],1782,2,2,False,False,"{1: 1419, 0: 363}","{0: 1457, 1: 325}",,0.5349477865334102
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,7,1,[7],1674,2,2,False,False,"{1: 1323, 0: 351}","{0: 1070, 1: 604}",,0.5300017442874585
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,8,1,[8],1835,2,2,False,False,"{1: 1439, 0: 396}","{0: 1638, 1: 197}",,0.5185375295694962
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,all,9,1,[9],2052,2,2,False,False,"{1: 1750, 0: 302}","{0: 1873, 1: 179}",,0.5161986754966887
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,seen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{0: 6256, 1: 2490}",,0.5168318151025278
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_seen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",8746,2,2,False,False,"{1: 7110, 0: 1636}","{0: 6040, 1: 2706}",,0.5354052111595982
Discriminative,balanced_accuracy,test,OneStop_RC,BEyeLSTMArgs,unseen_subject_unseen_item,all,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",972,2,2,False,False,"{1: 780, 0: 192}","{0: 694, 1: 278}",,0.5062099358974359
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,0,1,[0],960,2,2,False,False,"{1: 828, 0: 132}","{1: 928, 0: 32}",,0.5245937637241985
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,1,1,[1],960,2,2,False,False,"{1: 807, 0: 153}","{1: 884, 0: 76}",,0.511225307967053
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,2,1,[2],863,2,2,False,False,"{1: 724, 0: 139}","{1: 743, 0: 120}",,0.5714853531539409
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,3,1,[3],720,2,2,False,False,"{1: 592, 0: 128}","{1: 610, 0: 110}",,0.554370777027027
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,4,1,[4],720,2,2,False,False,"{1: 583, 0: 137}","{1: 687, 0: 33}",,0.507756256964355
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,5,1,[5],816,2,1,False,True,"{1: 618, 0: 198}",{1: 816},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,6,1,[6],624,2,2,False,False,"{1: 516, 0: 108}","{1: 584, 0: 40}",,0.5900086132644272
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,7,1,[7],720,2,1,False,True,"{1: 579, 0: 141}",{1: 720},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,8,1,[8],624,2,2,False,False,"{1: 489, 0: 135}","{1: 551, 0: 73}",,0.5293342422176779
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,seen_subject_unseen_item,9,1,[9],767,2,1,False,True,"{1: 583, 0: 184}",{1: 767},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,0,1,[0],732,2,2,False,False,"{1: 607, 0: 125}","{1: 548, 0: 184}",,0.6378583196046128
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,1,1,[1],743,2,2,False,False,"{1: 620, 0: 123}","{1: 615, 0: 128}",,0.6257343299239444
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,2,1,[2],774,2,2,False,False,"{1: 632, 0: 142}","{1: 550, 0: 224}",,0.637580228204671
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,3,1,[3],792,2,2,False,False,"{1: 641, 0: 151}","{1: 593, 0: 199}",,0.5943424491946565
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,4,1,[4],780,2,2,False,False,"{1: 643, 0: 137}","{1: 603, 0: 177}",,0.6102893598665017
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,5,1,[5],792,2,1,False,True,"{1: 634, 0: 158}",{1: 792},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,6,1,[6],803,2,2,False,False,"{1: 649, 0: 154}","{1: 653, 0: 150}",,0.6093990755007704
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,7,1,[7],804,2,2,False,False,"{1: 636, 0: 168}","{1: 657, 0: 147}",,0.5725516621743036
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,8,1,[8],798,2,2,False,False,"{1: 650, 0: 148}","{1: 642, 0: 156}",,0.6412993762993763
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_seen_item,9,1,[9],756,2,2,False,False,"{1: 604, 0: 152}","{1: 557, 0: 199}",,0.6646479609620077
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,0,1,[0],120,2,2,False,False,"{1: 102, 0: 18}","{1: 116, 0: 4}",,0.545751633986928
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,1,1,[1],120,2,2,False,False,"{1: 93, 0: 27}","{1: 111, 0: 9}",,0.5232974910394265
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,2,1,[2],108,2,2,False,False,"{1: 94, 0: 14}","{1: 94, 0: 14}",,0.5075987841945289
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,3,1,[3],90,2,2,False,False,"{1: 72, 0: 18}","{1: 75, 0: 15}",,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,4,1,[4],90,2,2,False,False,"{1: 75, 0: 15}","{1: 86, 0: 4}",,0.5133333333333333
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,5,1,[5],102,2,1,False,True,"{1: 78, 0: 24}",{1: 102},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,6,1,[6],78,2,2,False,False,"{1: 58, 0: 20}","{1: 73, 0: 5}",,0.5913793103448276
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,7,1,[7],90,2,1,False,True,"{1: 71, 0: 19}",{1: 90},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,8,1,[8],78,2,2,False,False,"{1: 59, 0: 19}","{1: 67, 0: 11}",,0.47636039250669043
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,unseen_subject_unseen_item,9,1,[9],96,2,1,False,True,"{1: 78, 0: 18}",{1: 96},,0.5
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,all,0,1,[0],1812,2,2,False,False,"{1: 1537, 0: 275}","{1: 1592, 0: 220}",,0.582763352457562
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,all,1,1,[1],1823,2,2,False,False,"{1: 1520, 0: 303}","{1: 1610, 0: 213}",,0.5585765155462915
Discriminative,balanced_accuracy,val,OneStop_RC,MAG,all,2,1,[2],1745,2,2,False,False,"{1: 1450, 0: 295}","{1: 1387, 0: 358}",,0.6029631794272355
